"会员","级别","评价星级","评价内容","时间","点赞数","评论数","追评时间","追评内容","页面网址","页面标题","采集时间"
"关***曼","PLUS会员","star5","商品很实用，很不错，方便很多","2018-12-12 08:53","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:46:51.8446078"
"j***e",,"star5","键盘舒适度很高，没有装双系统。苹果自带系统用的已经习惯了，还不错。本来就是拿来办公用的，意外发现音响效果真的不错。","2018-12-12 08:34","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:46:51.8916340"
"j***g","PLUS会员","star5","挺不错，一开始担心系统不适应，其实很快就上手了，有些地方和win是反的，用一段时间就适应了，电池续航能力不错，外观漂亮","2018-12-12 07:39","1","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:46:51.9386846"
"w***i","PLUS会员","star5","还可以吧，没拆呢，买了送人的","2018-12-12 07:18","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:46:52.0015935"
"月***辉","PLUS会员","star3","电脑不错，价格不稳定，给找差价了，word系统安装费劲。","2018-12-12 02:07","1","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:46:52.0404557"
"晓***一",,"star1","什么嘛， 买了没多久  直接暴跌六七百","2018-12-12 01:02","0","3",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:46:52.0716294"
"j***l",,"star4","喜欢玩游戏的，艺术生需要做图的，别买，日常办公可以，看电影之类的没毛病","2018-12-12 01:01","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:46:52.0987512"
"j***b","PLUS会员","star5","嗯，用着特别棒，挺好，以后会继续买。","2018-12-12 00:19","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.3417804"
"我***Y","PLUS会员","star5","赞赞赞","2018-12-11 22:18","1","0","[购买1天后追评]",,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.3684764"
"r***o","PLUS会员","star5","之前一直用微软系统的笔记本，换用苹果，感觉还是要熟悉一段时间，送货很快，开机OK，好评","2018-12-11 22:15","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.4023706"
"t***_",,"star5","不错值得购买","2018-12-11 22:06","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.4276293"
"j***6","PLUS会员","star5","可以的价格还行送货快查了序列号都是收到当天@的一股檀香味儿生产日期18年挺好的","2018-12-11 21:23","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.4486159"
"于***命",,"star5","不错","2018-12-11 21:08","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.4786168"
"于***命",,"star5","不错","2018-12-11 21:08","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.5122928"
"黄***妞","PLUS会员","star5","配置还可以。外观蛮好看的。就是不知道兼容软件多不多了。。。。","2018-12-11 21:01","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.5389817"
"梦***扬","PLUS会员","star5","用着很舒服，@很简单，我觉得性价比很高的一款苹果电脑了～","2018-12-11 20:47","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.5587208"
"D***4","PLUS会员","star5","东西不错，值得推荐，下次会再光顾！","2018-12-11 19:31","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:07.5919563"
"z***9","PLUS会员","star5","经常网购,总有大量的包裹收,感觉写评语要花掉我大量的时间和精力!所以在一段时间里，我总是不去评价或者随便写写!但是我又总觉得好像有点对不住那些辛苦工作的卖家客服、仓管、老板。于是我写下了一小段话给我觉得能拿到我五星好评的卖家的宝贝评价以示感谢和尊敬!","2018-12-11 19:22","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:22.8886242"
"j***z",,"star5","好快的送货速度，电脑也很喜欢。好评","2018-12-11 19:20","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:22.9269744"
"j***w",,"star5","很好的机子，京东品质让人放心。","2018-12-11 19:07","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:22.9585299"
"j***t",,"star5","货已经到了，用了才来评价，物流快，东西全新原包装，好评","2018-12-11 19:06","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:22.9985677"
"黄***旋",,"star5","已收货，很满意，朋友要买一定介绍来买。","2018-12-11 19:05","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:23.0484619"
"黄***旋",,"star5","已收货，很满意，朋友要买一定介绍来买。","2018-12-11 19:04","0","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:23.0819703"
"黄***旋",,"star5","已收货，很满意，朋友要买一定介绍来买。","2018-12-11 19:03","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:23.1115650"
"黄***旋",,"star5","已收货，很满意，朋友要买一定介绍来买。","2018-12-11 19:02","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:23.1404525"
"黄***旋",,"star5","很漂亮的电脑很满意好评","2018-12-11 19:01","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:23.1687965"
"高***2",,"star5","货到手了，很满意有朋友介绍来买。","2018-12-11 19:00","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:23.1985623"
"j***a",,"star5","很实惠的价格，很喜欢好评","2018-12-11 18:58","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.4589159"
"陈***2",,"star5","电脑收到了，很好满意","2018-12-11 18:56","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.4888617"
"小***想",,"star5","货收到了，机子很精美，速度也快，好评","2018-12-11 18:52","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.5186870"
"微***7","PLUS会员","star5","打开之后配置电脑有些卡，朋友买来做ppt的，应该够用了","2018-12-11 17:56","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.5484981"
"又***文","PLUS会员","star5","电脑用着还行，就是Max系统不怎么熟悉","2018-12-11 16:38","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.5787310"
"j***8","PLUS会员","star5","超薄，很好用。买到现在刚使用了三次，后续还要观察，待追评！","2018-12-11 16:23","1","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.6186101"
"j***军",,"star1","这一款是苹果清仓特价处理产品，屏幕成像效果不好，客服解释是不退不换，建议购买谨慎。","2018-12-11 16:12","1","1",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.6517945"
"J***d","PLUS会员","star5","苹果值得信懒，而且特别坑，这个笔记本簿到没usb口，买个转换口还要九百多块，苹果你良心何在！没光驱装个系统还要用外置光驱！","2018-12-11 15:58","1","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.6688621"
"j***5",,"star4","不错","2018-12-11 15:46","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.6987638"
"壁***1","PLUS会员","star5","买再贵的东西我都没有当面拆箱检查，下班直接带回家，在京东购物真的很放心，售后服务效率高，@会员1-2年了，我可以一年不去超市.家里生活用品、化妆品、面膜都由京东承包、就连老家的东西我都直接京东上面买、最好的一点就是老家城镇也送货上门、像给小孩买的奶粉和尿不湿都是送到家、对我老妈来说很方便，去超市提不动！希望京东越做越好，不要有@","2018-12-11 15:31","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:38.7286256"
"b***8",,"star5","速度超级快 电脑很精美","2018-12-11 15:19","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:53.9919081"
"R***m","PLUS会员","star5","用起来还行，挺快的，我说物流","2018-12-11 15:01","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:54.0289957"
"小***功",,"star5","物流很快，电脑很好，好评哦。。。","2018-12-11 14:10","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:54.0487699"
"z***诺","PLUS会员","star5","电脑送货及时，过了买好双十二就降价了","2018-12-11 13:52","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:54.0785748"
"严***云","PLUS会员","star5","第三天收到，比实体店便宜点，开发票可以纸质的，快递过来。电脑还没有用","2018-12-11 13:24","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:54.1086916"
"稳***O",,"star5","还可以，关注了很久了","2018-12-11 13:15","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:54.1271263"
"B***-",,"star5","原装。可以说是棒极了。","2018-12-11 12:54","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:54.1623041"
"安***籽",,"star5","物流很快，包装很完整，快递员服务态度很好！","2018-12-11 12:52","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:54.1911876"
"k***5","PLUS会员","star5","运行流畅，速度快，办公用适合","2018-12-11 12:18","0","0",,,"https://item.jd.com/5225346.html#comment","【AppleMQD32CH/A】Apple MacBook Air 13.3英寸笔记本电脑 银色(2017款Core i5 处理器/8GB内存/128GB闪存 MQD32CH/A)【行情 报价 价格 评测】-京东","2018-12-27 12:47:54.2185800"
